start_at,end_at,clip_id,subject_id,trial_id,valence,arousal,dominance,liking,baseline_id
384,512,s13.dat_1,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
512,640,s13.dat_2,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
640,768,s13.dat_3,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
768,896,s13.dat_4,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
896,1024,s13.dat_5,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
1024,1152,s13.dat_6,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
1152,1280,s13.dat_7,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
1280,1408,s13.dat_8,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
1408,1536,s13.dat_9,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
1536,1664,s13.dat_10,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
1664,1792,s13.dat_11,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
1792,1920,s13.dat_12,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
1920,2048,s13.dat_13,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
2048,2176,s13.dat_14,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
2176,2304,s13.dat_15,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
2304,2432,s13.dat_16,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
2432,2560,s13.dat_17,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
2560,2688,s13.dat_18,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
2688,2816,s13.dat_19,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
2816,2944,s13.dat_20,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
2944,3072,s13.dat_21,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
3072,3200,s13.dat_22,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
3200,3328,s13.dat_23,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
3328,3456,s13.dat_24,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
3456,3584,s13.dat_25,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
3584,3712,s13.dat_26,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
3712,3840,s13.dat_27,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
3840,3968,s13.dat_28,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
3968,4096,s13.dat_29,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
4096,4224,s13.dat_30,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
4224,4352,s13.dat_31,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
4352,4480,s13.dat_32,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
4480,4608,s13.dat_33,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
4608,4736,s13.dat_34,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
4736,4864,s13.dat_35,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
4864,4992,s13.dat_36,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
4992,5120,s13.dat_37,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
5120,5248,s13.dat_38,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
5248,5376,s13.dat_39,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
5376,5504,s13.dat_40,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
5504,5632,s13.dat_41,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
5632,5760,s13.dat_42,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
5760,5888,s13.dat_43,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
5888,6016,s13.dat_44,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
6016,6144,s13.dat_45,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
6144,6272,s13.dat_46,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
6272,6400,s13.dat_47,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
6400,6528,s13.dat_48,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
6528,6656,s13.dat_49,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
6656,6784,s13.dat_50,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
6784,6912,s13.dat_51,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
6912,7040,s13.dat_52,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
7040,7168,s13.dat_53,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
7168,7296,s13.dat_54,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
7296,7424,s13.dat_55,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
7424,7552,s13.dat_56,s13.dat,0,6.15,8.09,5.01,6.08,s13.dat_0
