start_at,end_at,clip_id,subject_id,trial_id,valence,arousal,dominance,liking,baseline_id
384,512,s28.dat_1,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
512,640,s28.dat_2,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
640,768,s28.dat_3,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
768,896,s28.dat_4,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
896,1024,s28.dat_5,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
1024,1152,s28.dat_6,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
1152,1280,s28.dat_7,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
1280,1408,s28.dat_8,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
1408,1536,s28.dat_9,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
1536,1664,s28.dat_10,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
1664,1792,s28.dat_11,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
1792,1920,s28.dat_12,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
1920,2048,s28.dat_13,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
2048,2176,s28.dat_14,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
2176,2304,s28.dat_15,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
2304,2432,s28.dat_16,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
2432,2560,s28.dat_17,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
2560,2688,s28.dat_18,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
2688,2816,s28.dat_19,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
2816,2944,s28.dat_20,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
2944,3072,s28.dat_21,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
3072,3200,s28.dat_22,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
3200,3328,s28.dat_23,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
3328,3456,s28.dat_24,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
3456,3584,s28.dat_25,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
3584,3712,s28.dat_26,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
3712,3840,s28.dat_27,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
3840,3968,s28.dat_28,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
3968,4096,s28.dat_29,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
4096,4224,s28.dat_30,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
4224,4352,s28.dat_31,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
4352,4480,s28.dat_32,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
4480,4608,s28.dat_33,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
4608,4736,s28.dat_34,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
4736,4864,s28.dat_35,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
4864,4992,s28.dat_36,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
4992,5120,s28.dat_37,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
5120,5248,s28.dat_38,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
5248,5376,s28.dat_39,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
5376,5504,s28.dat_40,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
5504,5632,s28.dat_41,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
5632,5760,s28.dat_42,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
5760,5888,s28.dat_43,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
5888,6016,s28.dat_44,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
6016,6144,s28.dat_45,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
6144,6272,s28.dat_46,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
6272,6400,s28.dat_47,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
6400,6528,s28.dat_48,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
6528,6656,s28.dat_49,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
6656,6784,s28.dat_50,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
6784,6912,s28.dat_51,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
6912,7040,s28.dat_52,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
7040,7168,s28.dat_53,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
7168,7296,s28.dat_54,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
7296,7424,s28.dat_55,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
7424,7552,s28.dat_56,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
7552,7680,s28.dat_57,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
7680,7808,s28.dat_58,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
7808,7936,s28.dat_59,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
7936,8064,s28.dat_60,s28.dat,0,7.03,7.09,8.01,8.01,s28.dat_0
384,512,s28.dat_62,s28.dat,1,7.99,8.1,8.06,9.0,s28.dat_61
512,640,s28.dat_63,s28.dat,1,7.99,8.1,8.06,9.0,s28.dat_61
640,768,s28.dat_64,s28.dat,1,7.99,8.1,8.06,9.0,s28.dat_61
