Epoch,Training Loss,Training Accuracy
1,1.4711138899127643,0.26129557291666666
2,1.3834541633725166,0.2789713541666667
3,1.382693017522494,0.2794270833333333
4,1.382295267780622,0.28001302083333335
5,1.3823248227437337,0.28037109375
6,1.3813966721296311,0.2835286458333333
7,1.3768922626972198,0.28854166666666664
8,1.3703790043791135,0.2893880208333333
9,1.3564700787266095,0.2999348958333333
10,1.3428367366393408,0.320703125
11,1.3275500337282817,0.33883463541666664
12,1.3139371424913406,0.3502278645833333
13,1.2987556964159013,0.37014973958333336
14,1.2836303989092508,0.38059895833333335
15,1.2695551415284474,0.3912434895833333
16,1.254197396337986,0.40846354166666665
17,1.2410371099909148,0.4140625
18,1.2260133028030396,0.42747395833333335
19,1.2147970174749692,0.43011067708333334
20,1.1942641322811445,0.44967447916666664
21,1.1853558242321014,0.4524739583333333
22,1.1719715173045795,0.4605794270833333
23,1.1573441952466965,0.4739908854166667
24,1.1446457202235858,0.481640625
25,1.1364723294973373,0.48447265625
26,1.1186975583434104,0.48759765625
27,1.1066260052224,0.5025390625
28,1.100070706754923,0.5031575520833333
29,1.079476115355889,0.51865234375
30,1.0736516510446867,0.5249674479166667
31,1.0571360014379025,0.5293619791666667
32,1.0502925403416157,0.5345703125
33,1.0355661953488986,0.5399088541666667
34,1.0291815966367721,0.5453450520833333
35,1.017233996341626,0.5535807291666667
36,1.0052102737128734,0.5581380208333333
37,0.9887636408209801,0.5668619791666667
38,0.9766955484946569,0.5729166666666666
39,0.9673825405538082,0.57666015625
40,0.9572022579610348,0.5873046875
41,0.9420425000290076,0.5912760416666667
42,0.9367347684999306,0.5935546875
43,0.9267584954698881,0.6005533854166667
44,0.9145094372332097,0.60693359375
45,0.9098476452132066,0.6109700520833333
46,0.8975429254273574,0.6146809895833333
47,0.88763379479448,0.6158854166666666
48,0.8765529471139113,0.6247721354166667
49,0.8643273495137691,0.6311197916666667
50,0.8578619085252285,0.6374348958333333
51,0.8528122199078401,0.6385091145833334
52,0.8404191307723522,0.6468098958333334
53,0.8342972027758757,0.6497395833333334
54,0.8281122205158075,0.6517903645833333
55,0.8131644479930401,0.65556640625
56,0.8047551522652309,0.6619791666666667
57,0.7960326097905636,0.6693359375
58,0.7875049419701099,0.6719401041666667
59,0.7808007443944613,0.6751953125
60,0.7711300594111283,0.6777669270833333
61,0.7692532248795032,0.67890625
62,0.7643313807745774,0.6840169270833333
63,0.7507606888810794,0.6904296875
64,0.7475943898161252,0.68955078125
65,0.7423599362373352,0.6918619791666667
66,0.7296138415733974,0.6986002604166667
67,0.7262898097435634,0.7003580729166666
68,0.7202338375151157,0.70283203125
69,0.7085395942131678,0.7081705729166666
70,0.7066245858867963,0.7103515625
71,0.6935891111691793,0.71494140625
72,0.6938645412524541,0.7168619791666667
73,0.6863346676031749,0.7194986979166667
74,0.6824789457023144,0.7204752604166667
75,0.6736123122274875,0.7238606770833333
76,0.6694086612512667,0.7274088541666667
77,0.6613163455079,0.7332682291666667
78,0.6545629219462474,0.7354817708333333
79,0.6566178073485692,0.73486328125
80,0.6463680462290843,0.7396158854166667
81,0.6392310416946808,0.7440755208333333
82,0.6279387922336658,0.7443359375
83,0.6343766838312149,0.7454752604166667
84,0.6276086196303368,0.7440104166666667
85,0.6292294938117265,0.7470052083333333
86,0.6198820094267528,0.7517903645833334
87,0.6161013146241506,0.7547526041666667
88,0.6144921752313773,0.7558268229166667
89,0.6107471859703462,0.7526692708333333
90,0.6042515429357688,0.7588541666666667
91,0.5992962771405776,0.7642903645833333
92,0.594915704180797,0.7594075520833333
93,0.5890297231574854,0.7652018229166667
94,0.5877754545460144,0.7676106770833333
95,0.5767211479445299,0.7690104166666667
96,0.5737793922424317,0.7707682291666667
97,0.5729417537649473,0.7752604166666667
98,0.5689611862103144,0.7732747395833334
99,0.5665270899732907,0.7771809895833334
100,0.5663971804082394,0.77744140625
