start_at,end_at,clip_id,subject_id,trial_id,valence,arousal,dominance,liking,baseline_id
384,512,s04.dat_1,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
512,640,s04.dat_2,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
640,768,s04.dat_3,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
768,896,s04.dat_4,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
896,1024,s04.dat_5,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
1024,1152,s04.dat_6,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
1152,1280,s04.dat_7,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
1280,1408,s04.dat_8,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
1408,1536,s04.dat_9,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
1536,1664,s04.dat_10,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
1664,1792,s04.dat_11,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
1792,1920,s04.dat_12,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
1920,2048,s04.dat_13,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
2048,2176,s04.dat_14,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
2176,2304,s04.dat_15,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
2304,2432,s04.dat_16,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
2432,2560,s04.dat_17,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
2560,2688,s04.dat_18,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
2688,2816,s04.dat_19,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
2816,2944,s04.dat_20,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
2944,3072,s04.dat_21,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
3072,3200,s04.dat_22,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
3200,3328,s04.dat_23,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
3328,3456,s04.dat_24,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
3456,3584,s04.dat_25,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
3584,3712,s04.dat_26,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
3712,3840,s04.dat_27,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
3840,3968,s04.dat_28,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
3968,4096,s04.dat_29,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
4096,4224,s04.dat_30,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
4224,4352,s04.dat_31,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
4352,4480,s04.dat_32,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
4480,4608,s04.dat_33,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
4608,4736,s04.dat_34,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
4736,4864,s04.dat_35,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
4864,4992,s04.dat_36,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
4992,5120,s04.dat_37,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
5120,5248,s04.dat_38,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
5248,5376,s04.dat_39,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
5376,5504,s04.dat_40,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
5504,5632,s04.dat_41,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
5632,5760,s04.dat_42,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
5760,5888,s04.dat_43,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
5888,6016,s04.dat_44,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
6016,6144,s04.dat_45,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
6144,6272,s04.dat_46,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
6272,6400,s04.dat_47,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
6400,6528,s04.dat_48,s04.dat,0,6.68,5.03,8.22,8.14,s04.dat_0
