start_at,end_at,clip_id,subject_id,trial_id,valence,arousal,dominance,liking,baseline_id
384,512,s26.dat_1,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
512,640,s26.dat_2,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
640,768,s26.dat_3,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
768,896,s26.dat_4,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
896,1024,s26.dat_5,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
1024,1152,s26.dat_6,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
1152,1280,s26.dat_7,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
1280,1408,s26.dat_8,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
1408,1536,s26.dat_9,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
1536,1664,s26.dat_10,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
1664,1792,s26.dat_11,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
1792,1920,s26.dat_12,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
1920,2048,s26.dat_13,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
2048,2176,s26.dat_14,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
2176,2304,s26.dat_15,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
2304,2432,s26.dat_16,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
2432,2560,s26.dat_17,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
2560,2688,s26.dat_18,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
2688,2816,s26.dat_19,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
2816,2944,s26.dat_20,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
2944,3072,s26.dat_21,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
3072,3200,s26.dat_22,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
3200,3328,s26.dat_23,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
3328,3456,s26.dat_24,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
3456,3584,s26.dat_25,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
3584,3712,s26.dat_26,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
3712,3840,s26.dat_27,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
3840,3968,s26.dat_28,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
3968,4096,s26.dat_29,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
4096,4224,s26.dat_30,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
4224,4352,s26.dat_31,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
4352,4480,s26.dat_32,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
4480,4608,s26.dat_33,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
4608,4736,s26.dat_34,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
4736,4864,s26.dat_35,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
4864,4992,s26.dat_36,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
4992,5120,s26.dat_37,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
5120,5248,s26.dat_38,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
5248,5376,s26.dat_39,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
5376,5504,s26.dat_40,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
5504,5632,s26.dat_41,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
5632,5760,s26.dat_42,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
5760,5888,s26.dat_43,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
5888,6016,s26.dat_44,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
6016,6144,s26.dat_45,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
6144,6272,s26.dat_46,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
6272,6400,s26.dat_47,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
6400,6528,s26.dat_48,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
6528,6656,s26.dat_49,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
6656,6784,s26.dat_50,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
6784,6912,s26.dat_51,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
6912,7040,s26.dat_52,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
7040,7168,s26.dat_53,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
7168,7296,s26.dat_54,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
7296,7424,s26.dat_55,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
7424,7552,s26.dat_56,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
7552,7680,s26.dat_57,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
7680,7808,s26.dat_58,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
7808,7936,s26.dat_59,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
7936,8064,s26.dat_60,s26.dat,0,7.97,7.9,6.21,8.86,s26.dat_0
384,512,s26.dat_62,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
512,640,s26.dat_63,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
640,768,s26.dat_64,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
768,896,s26.dat_65,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
896,1024,s26.dat_66,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
1024,1152,s26.dat_67,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
1152,1280,s26.dat_68,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
1280,1408,s26.dat_69,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
1408,1536,s26.dat_70,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
1536,1664,s26.dat_71,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
1664,1792,s26.dat_72,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
1792,1920,s26.dat_73,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
1920,2048,s26.dat_74,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
2048,2176,s26.dat_75,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
2176,2304,s26.dat_76,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
2304,2432,s26.dat_77,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
2432,2560,s26.dat_78,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
2560,2688,s26.dat_79,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
2688,2816,s26.dat_80,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
2816,2944,s26.dat_81,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
2944,3072,s26.dat_82,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
3072,3200,s26.dat_83,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
3200,3328,s26.dat_84,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
3328,3456,s26.dat_85,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
3456,3584,s26.dat_86,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
3584,3712,s26.dat_87,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
3712,3840,s26.dat_88,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
3840,3968,s26.dat_89,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
3968,4096,s26.dat_90,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
4096,4224,s26.dat_91,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
4224,4352,s26.dat_92,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
4352,4480,s26.dat_93,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
4480,4608,s26.dat_94,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
4608,4736,s26.dat_95,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
4736,4864,s26.dat_96,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
4864,4992,s26.dat_97,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
4992,5120,s26.dat_98,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
5120,5248,s26.dat_99,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
5248,5376,s26.dat_100,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
5376,5504,s26.dat_101,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
5504,5632,s26.dat_102,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
5632,5760,s26.dat_103,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
5760,5888,s26.dat_104,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
5888,6016,s26.dat_105,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
6016,6144,s26.dat_106,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
6144,6272,s26.dat_107,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
6272,6400,s26.dat_108,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
6400,6528,s26.dat_109,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
6528,6656,s26.dat_110,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
6656,6784,s26.dat_111,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
6784,6912,s26.dat_112,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
6912,7040,s26.dat_113,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
7040,7168,s26.dat_114,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
7168,7296,s26.dat_115,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
7296,7424,s26.dat_116,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
7424,7552,s26.dat_117,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
7552,7680,s26.dat_118,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
7680,7808,s26.dat_119,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
7808,7936,s26.dat_120,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
7936,8064,s26.dat_121,s26.dat,1,6.96,7.13,6.05,8.13,s26.dat_61
384,512,s26.dat_123,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
512,640,s26.dat_124,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
640,768,s26.dat_125,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
768,896,s26.dat_126,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
896,1024,s26.dat_127,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
1024,1152,s26.dat_128,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
1152,1280,s26.dat_129,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
1280,1408,s26.dat_130,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
1408,1536,s26.dat_131,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
1536,1664,s26.dat_132,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
1664,1792,s26.dat_133,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
1792,1920,s26.dat_134,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
1920,2048,s26.dat_135,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
2048,2176,s26.dat_136,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
2176,2304,s26.dat_137,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
2304,2432,s26.dat_138,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
2432,2560,s26.dat_139,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
2560,2688,s26.dat_140,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
2688,2816,s26.dat_141,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
2816,2944,s26.dat_142,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
2944,3072,s26.dat_143,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
3072,3200,s26.dat_144,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
3200,3328,s26.dat_145,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
3328,3456,s26.dat_146,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
3456,3584,s26.dat_147,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
3584,3712,s26.dat_148,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
3712,3840,s26.dat_149,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
3840,3968,s26.dat_150,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
3968,4096,s26.dat_151,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
4096,4224,s26.dat_152,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
4224,4352,s26.dat_153,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
4352,4480,s26.dat_154,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
4480,4608,s26.dat_155,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
4608,4736,s26.dat_156,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
4736,4864,s26.dat_157,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
4864,4992,s26.dat_158,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
4992,5120,s26.dat_159,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
5120,5248,s26.dat_160,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
5248,5376,s26.dat_161,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
5376,5504,s26.dat_162,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
5504,5632,s26.dat_163,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
5632,5760,s26.dat_164,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
5760,5888,s26.dat_165,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
5888,6016,s26.dat_166,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
6016,6144,s26.dat_167,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
6144,6272,s26.dat_168,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
6272,6400,s26.dat_169,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
6400,6528,s26.dat_170,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
6528,6656,s26.dat_171,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
6656,6784,s26.dat_172,s26.dat,2,9.0,8.08,7.1,8.96,s26.dat_122
