start_at,end_at,clip_id,subject_id,trial_id,valence,arousal,dominance,liking,baseline_id
384,512,s08.dat_1,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
512,640,s08.dat_2,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
640,768,s08.dat_3,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
768,896,s08.dat_4,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
896,1024,s08.dat_5,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
1024,1152,s08.dat_6,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
1152,1280,s08.dat_7,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
1280,1408,s08.dat_8,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
1408,1536,s08.dat_9,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
1536,1664,s08.dat_10,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
1664,1792,s08.dat_11,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
1792,1920,s08.dat_12,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
1920,2048,s08.dat_13,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
2048,2176,s08.dat_14,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
2176,2304,s08.dat_15,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
2304,2432,s08.dat_16,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
2432,2560,s08.dat_17,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
2560,2688,s08.dat_18,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
2688,2816,s08.dat_19,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
2816,2944,s08.dat_20,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
2944,3072,s08.dat_21,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
3072,3200,s08.dat_22,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
3200,3328,s08.dat_23,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
3328,3456,s08.dat_24,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
3456,3584,s08.dat_25,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
3584,3712,s08.dat_26,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
3712,3840,s08.dat_27,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
3840,3968,s08.dat_28,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
3968,4096,s08.dat_29,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
4096,4224,s08.dat_30,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
4224,4352,s08.dat_31,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
4352,4480,s08.dat_32,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
4480,4608,s08.dat_33,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
4608,4736,s08.dat_34,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
4736,4864,s08.dat_35,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
4864,4992,s08.dat_36,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
4992,5120,s08.dat_37,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
5120,5248,s08.dat_38,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
5248,5376,s08.dat_39,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
5376,5504,s08.dat_40,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
5504,5632,s08.dat_41,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
5632,5760,s08.dat_42,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
5760,5888,s08.dat_43,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
5888,6016,s08.dat_44,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
6016,6144,s08.dat_45,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
6144,6272,s08.dat_46,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
6272,6400,s08.dat_47,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
6400,6528,s08.dat_48,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
6528,6656,s08.dat_49,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
6656,6784,s08.dat_50,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
6784,6912,s08.dat_51,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
6912,7040,s08.dat_52,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
7040,7168,s08.dat_53,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
7168,7296,s08.dat_54,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
7296,7424,s08.dat_55,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
7424,7552,s08.dat_56,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
7552,7680,s08.dat_57,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
7680,7808,s08.dat_58,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
7808,7936,s08.dat_59,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
7936,8064,s08.dat_60,s08.dat,0,7.6,6.78,7.86,7.47,s08.dat_0
384,512,s08.dat_62,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
512,640,s08.dat_63,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
640,768,s08.dat_64,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
768,896,s08.dat_65,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
896,1024,s08.dat_66,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
1024,1152,s08.dat_67,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
1152,1280,s08.dat_68,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
1280,1408,s08.dat_69,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
1408,1536,s08.dat_70,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
1536,1664,s08.dat_71,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
1664,1792,s08.dat_72,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
1792,1920,s08.dat_73,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
1920,2048,s08.dat_74,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
2048,2176,s08.dat_75,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
2176,2304,s08.dat_76,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
2304,2432,s08.dat_77,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
2432,2560,s08.dat_78,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
2560,2688,s08.dat_79,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
2688,2816,s08.dat_80,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
2816,2944,s08.dat_81,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
2944,3072,s08.dat_82,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
3072,3200,s08.dat_83,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
3200,3328,s08.dat_84,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
3328,3456,s08.dat_85,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
3456,3584,s08.dat_86,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
3584,3712,s08.dat_87,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
3712,3840,s08.dat_88,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
3840,3968,s08.dat_89,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
3968,4096,s08.dat_90,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
4096,4224,s08.dat_91,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
4224,4352,s08.dat_92,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
4352,4480,s08.dat_93,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
4480,4608,s08.dat_94,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
4608,4736,s08.dat_95,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
4736,4864,s08.dat_96,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
4864,4992,s08.dat_97,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
4992,5120,s08.dat_98,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
5120,5248,s08.dat_99,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
5248,5376,s08.dat_100,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
5376,5504,s08.dat_101,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
5504,5632,s08.dat_102,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
5632,5760,s08.dat_103,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
5760,5888,s08.dat_104,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
5888,6016,s08.dat_105,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
6016,6144,s08.dat_106,s08.dat,1,5.04,6.51,5.65,6.32,s08.dat_61
