start_at,end_at,clip_id,subject_id,trial_id,valence,arousal,dominance,liking,baseline_id
384,512,s25.dat_1,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
512,640,s25.dat_2,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
640,768,s25.dat_3,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
768,896,s25.dat_4,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
896,1024,s25.dat_5,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
1024,1152,s25.dat_6,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
1152,1280,s25.dat_7,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
1280,1408,s25.dat_8,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
1408,1536,s25.dat_9,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
1536,1664,s25.dat_10,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
1664,1792,s25.dat_11,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
1792,1920,s25.dat_12,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
1920,2048,s25.dat_13,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
2048,2176,s25.dat_14,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
2176,2304,s25.dat_15,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
2304,2432,s25.dat_16,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
2432,2560,s25.dat_17,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
2560,2688,s25.dat_18,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
2688,2816,s25.dat_19,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
2816,2944,s25.dat_20,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
2944,3072,s25.dat_21,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
3072,3200,s25.dat_22,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
3200,3328,s25.dat_23,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
3328,3456,s25.dat_24,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
3456,3584,s25.dat_25,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
3584,3712,s25.dat_26,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
3712,3840,s25.dat_27,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
3840,3968,s25.dat_28,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
3968,4096,s25.dat_29,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
4096,4224,s25.dat_30,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
4224,4352,s25.dat_31,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
4352,4480,s25.dat_32,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
4480,4608,s25.dat_33,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
4608,4736,s25.dat_34,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
4736,4864,s25.dat_35,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
4864,4992,s25.dat_36,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
4992,5120,s25.dat_37,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
5120,5248,s25.dat_38,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
5248,5376,s25.dat_39,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
5376,5504,s25.dat_40,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
5504,5632,s25.dat_41,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
5632,5760,s25.dat_42,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
5760,5888,s25.dat_43,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
5888,6016,s25.dat_44,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
6016,6144,s25.dat_45,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
6144,6272,s25.dat_46,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
6272,6400,s25.dat_47,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
6400,6528,s25.dat_48,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
6528,6656,s25.dat_49,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
6656,6784,s25.dat_50,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
6784,6912,s25.dat_51,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
6912,7040,s25.dat_52,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
7040,7168,s25.dat_53,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
7168,7296,s25.dat_54,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
7296,7424,s25.dat_55,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
7424,7552,s25.dat_56,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
7552,7680,s25.dat_57,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
7680,7808,s25.dat_58,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
7808,7936,s25.dat_59,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
7936,8064,s25.dat_60,s25.dat,0,8.06,8.08,7.12,8.1,s25.dat_0
384,512,s25.dat_62,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
512,640,s25.dat_63,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
640,768,s25.dat_64,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
768,896,s25.dat_65,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
896,1024,s25.dat_66,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
1024,1152,s25.dat_67,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
1152,1280,s25.dat_68,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
1280,1408,s25.dat_69,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
1408,1536,s25.dat_70,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
1536,1664,s25.dat_71,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
1664,1792,s25.dat_72,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
1792,1920,s25.dat_73,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
1920,2048,s25.dat_74,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
2048,2176,s25.dat_75,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
2176,2304,s25.dat_76,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
2304,2432,s25.dat_77,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
2432,2560,s25.dat_78,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
2560,2688,s25.dat_79,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
2688,2816,s25.dat_80,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
2816,2944,s25.dat_81,s25.dat,1,2.99,6.06,7.04,6.03,s25.dat_61
