start_at,end_at,clip_id,subject_id,trial_id,valence,arousal,dominance,liking,baseline_id
384,512,s06.dat_1,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
512,640,s06.dat_2,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
640,768,s06.dat_3,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
768,896,s06.dat_4,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
896,1024,s06.dat_5,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
1024,1152,s06.dat_6,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
1152,1280,s06.dat_7,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
1280,1408,s06.dat_8,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
1408,1536,s06.dat_9,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
1536,1664,s06.dat_10,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
1664,1792,s06.dat_11,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
1792,1920,s06.dat_12,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
1920,2048,s06.dat_13,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
2048,2176,s06.dat_14,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
2176,2304,s06.dat_15,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
2304,2432,s06.dat_16,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
2432,2560,s06.dat_17,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
2560,2688,s06.dat_18,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
2688,2816,s06.dat_19,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
2816,2944,s06.dat_20,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
2944,3072,s06.dat_21,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
3072,3200,s06.dat_22,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
3200,3328,s06.dat_23,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
3328,3456,s06.dat_24,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
3456,3584,s06.dat_25,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
3584,3712,s06.dat_26,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
3712,3840,s06.dat_27,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
3840,3968,s06.dat_28,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
3968,4096,s06.dat_29,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
4096,4224,s06.dat_30,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
4224,4352,s06.dat_31,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
4352,4480,s06.dat_32,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
4480,4608,s06.dat_33,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
4608,4736,s06.dat_34,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
4736,4864,s06.dat_35,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
4864,4992,s06.dat_36,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
4992,5120,s06.dat_37,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
5120,5248,s06.dat_38,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
5248,5376,s06.dat_39,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
5376,5504,s06.dat_40,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
5504,5632,s06.dat_41,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
5632,5760,s06.dat_42,s06.dat,0,8.19,4.13,6.56,7.47,s06.dat_0
