start_at,end_at,clip_id,subject_id,trial_id,valence,arousal,dominance,liking,baseline_id
384,512,s11.dat_1,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
512,640,s11.dat_2,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
640,768,s11.dat_3,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
768,896,s11.dat_4,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
896,1024,s11.dat_5,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
1024,1152,s11.dat_6,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
1152,1280,s11.dat_7,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
1280,1408,s11.dat_8,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
1408,1536,s11.dat_9,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
1536,1664,s11.dat_10,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
1664,1792,s11.dat_11,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
1792,1920,s11.dat_12,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
1920,2048,s11.dat_13,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
2048,2176,s11.dat_14,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
2176,2304,s11.dat_15,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
2304,2432,s11.dat_16,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
2432,2560,s11.dat_17,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
2560,2688,s11.dat_18,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
2688,2816,s11.dat_19,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
2816,2944,s11.dat_20,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
2944,3072,s11.dat_21,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
3072,3200,s11.dat_22,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
3200,3328,s11.dat_23,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
3328,3456,s11.dat_24,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
3456,3584,s11.dat_25,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
3584,3712,s11.dat_26,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
3712,3840,s11.dat_27,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
3840,3968,s11.dat_28,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
3968,4096,s11.dat_29,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
4096,4224,s11.dat_30,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
4224,4352,s11.dat_31,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
4352,4480,s11.dat_32,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
4480,4608,s11.dat_33,s11.dat,0,6.27,4.03,7.41,6.5,s11.dat_0
